VBC Tensas 0.21153846153846154
VBC ABW 0.5111111111111111
VBC p16313coll86 0.4418604651162791
VBC p120701coll7 0.8571428571428571
VBC p16313coll81 0.18181818181818182
VBC p120701coll28 0.813953488372093
VBC OMSA 0.375
VBC LSU_CLT 0.20754716981132076
VBC p120701coll26 0.8536585365853658
VBC p16313coll17 0.19718309859154928
VBC p16313coll83 0.8536585365853658
VBC LSM_CCC 0.6521739130434783
VBC LOU_RANDOM 0.13953488372093023
VBC p16313coll69 0.12307692307692308
VBC CRD 0.41304347826086957
VBC p15140coll17 0.32
VBC LSU_BRT 0.23076923076923078
VBC LSU_FCC 0.1875
VBC p120701coll9 0.8780487804878049
VBC p16313coll96 0.6041666666666666
VBC LSUBK01 0.8571428571428571
VBC LSU_TJP 0.20754716981132076
VBC LSUS_TBP 0.8333333333333334
VBC LMP 0.36538461538461536
VBC p16313coll54 0.18518518518518517
VBC UNO_ANI 0.40425531914893614
VBC p15140coll12 0.18518518518518517
VBC p16313coll58 0.1694915254237288
VBC p15140coll30 0.5490196078431373
VBC p120701coll24 0.6382978723404256
VBC p15140coll1 0.7777777777777778
VBC LSU_LHC 0.19298245614035087
VBC p16313coll21 0.7446808510638298
VBC LSU_NMI 0.21818181818181817
VBC p16313coll44 0.62
VBC p16313coll90 0.4418604651162791
VBC LSU_MDP 0.21428571428571427
VBC p16313coll76 0.2222222222222222
VBC LPC 0.3877551020408163
VBC p120701coll25 0.6041666666666666
VBC p16313coll1 0.8536585365853658
VBC THW 0.34
VBC p16313coll28 0.6444444444444445
VBC NewOrleans 0.21568627450980393
VBC BRS 0.2916666666666667
VBC LSU_WLS 0.19298245614035087
VBC p16313coll89 0.25
VBC LPS 0.717391304347826
VBC p16313coll51 0.2413793103448276
VBC HLM 0.5
VBC p15140coll46 0.17543859649122806
VBC p16313coll20 0.6304347826086957
VBC p16313coll2 0.45901639344262296
VBC JNT 0.4666666666666667
VBC p15140coll28 0.7446808510638298
VBC p15140coll10 0.30357142857142855
VBC PSL 0.8780487804878049
VBC p120701coll15 0.9
VBC p15140coll21 0.5686274509803921
VBC p16313coll77 0.21428571428571427
VBC p15140coll11 0.4642857142857143
VBC p16313coll91 0.717391304347826
VBC p15140coll54 0.41379310344827586
VBC LSM_FQA 0.4423076923076923
VBC p16313coll93 0.6521739130434783
VBC p120701coll10 0.9
VBC p16313coll65 0.7446808510638298
VBC STC 0.8333333333333334
VBC LSU_HPL 0.19298245614035087
VBC LSU_SCE 0.4074074074074074
VBC BTW 0.9
VBC p267101coll4 0.2018348623853211
VBC LSU_RBC 0.3
VBC HIC 0.625
VBC NONegExposures 0.21568627450980393
VBC LCT 0.717391304347826
VBC GFM 0.7272727272727273
VBC p15140coll44 0.5869565217391305
VBC NWM 0.8780487804878049
VBC p15140coll35 0.6326530612244898
VBC LSU_JJA 0.14864864864864866
VBC FBM 0.75
VBC LSUHSC_NCC 0.8372093023255814
VBC LOYOLA_ETD 0.8780487804878049
VBC LHC 0.6078431372549019
VBC p16313coll43 0.8536585365853658
VBC HWJ 0.8809523809523809
VBC CMPRT 0.8780487804878049
VBC p16313coll8 0.5185185185185185
VBC p16313coll80 0.136986301369863
VBC p120701coll17 0.8571428571428571
VBC AWW 0.7659574468085106
VBC p16313coll56 0.18181818181818182
VBC MPF 0.8571428571428571
VBC p120701coll13 0.8333333333333334
VBC LSU_GCS 0.1864406779661017
VBC CCA 0.4666666666666667
VBC p16313coll35 0.28
VBC CLF 0.7659574468085106
VBC wri-boy 0.21153846153846154
VBC p120701coll8 0.8048780487804879
VBC LSU_CFF 0.20634920634920634
VBC p120701coll18 0.7391304347826086
VBC p15140coll4 0.41379310344827586
VBC p16313coll31 0.24528301886792453
VBC HPL 0.5111111111111111
VBC p16313coll98 0.7674418604651163
VBC p16313coll92 0.32142857142857145
VBC ACC 0.5208333333333334
VBC p16313coll95 0.7727272727272727
VBC p15140coll26 0.8536585365853658
VBC MMF 0.46774193548387094
VBC p120701coll22 0.1875
VBC LSU_RBO 0.1791044776119403
VBC APC 0.5111111111111111
VBC TLD 0.3673469387755102
VBC LOH 0.6181818181818182
VBC p16313coll79 0.22033898305084745
VBC LSU_ACT 0.2
VBC p16313coll22 0.7446808510638298
VBC LOU 0.17647058823529413
VBC p120701coll19 0.6037735849056604
VBC p15140coll7 0.4
VBC RJR 0.375
VBC LWP 0.8780487804878049
VBC LSU_CNP 0.2
VBC p15140coll56 0.42592592592592593
VBC p16313coll23 0.5961538461538461
VBC JSN 0.8571428571428571
VBC p120701coll29 0.8095238095238095
VBC p15140coll50 0.7333333333333333
VBC LHP 0.813953488372093
VBC p16313coll57 0.22807017543859648
VBC MSW 0.43103448275862066
VBC RTC 0.4666666666666667
VBC p15140coll16 0.813953488372093
VBC LSU_MRF 0.21428571428571427
VBC p15140coll49 0.8536585365853658
VBC FJC 0.4666666666666667
VBC p15140coll60 0.8536585365853658
VBC LSU_CWP 0.2037037037037037
VBC lapur 0.36363636363636365
VBC p15140coll23 0.8333333333333334
VBC LSU_GFM 0.19298245614035087
VBC p16313coll24 0.574468085106383
VBC p16313coll26 0.8536585365853658
VBC p16313coll9 0.62
VBC p120701coll12 0.41818181818181815
VBC LSU_PVC 0.32727272727272727
VBC UNO_SCC 0.6041666666666666
VBC p120701coll14 0.9
VBC OSC 0.8780487804878049
VBC IBE 0.2153846153846154
VBC LSU_LNP 0.20967741935483872
VBC LSUHSCS_JCM 0.8780487804878049
VBC p120701coll11 0.9
VBC BBA 0.4888888888888889
VBC p16313coll19 0.8780487804878049
